"Gender","Ethnicity","EEO4 Description","EEOP Job Group Description","Department  ","EEO Function","Age","Employment Status"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF'S OFFICE","Police Protection","20-29","Unclassified Exempt"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Benefits"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Benefits"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Extra Help"
"Male","Black/African American","Administrative Support","Administrative Support","ASSESSOR","Financial Administration","40-49","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Unclassified Extra Help"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Hispanic/Latino","Technicians","Service Maintenance","CUSTODY HEALTH SERVICES","Health","50-59","Classified Probationary"
"Male","Two or More Races","Technicians","Professionals","REGISTRAR OF VOTERS","Other","30-39","Unclassified Extra Help"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Male","Black/African American","Protective Service Workers","Protective Services-Non Sworn","SHO - CUSTODY BUREAU","Corrections","20-29","Unclassified Exempt"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHO - CUSTODY BUREAU","Corrections","20-29","Unclassified Exempt"
"Male","Asian","Protective Service Workers","Protective Services-Non Sworn","SHO - CUSTODY BUREAU","Corrections","40-49","Unclassified Exempt"
"Female","White","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","70 or older","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF'S OFFICE","Police Protection","20-29","Unclassified Exempt"
"Male","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Hispanic/Latino","Service Maintenance","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Male","Black/African American","Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20-29","Unclassified Extra Help"
"Female","Not Specified","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","20-29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Male","Hispanic/Latino","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Two or More Races","Technicians","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","20-29","Unclassified Extra Help"
"Female","White","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","40-49","Unclassified Extra Help"
"Female","White","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","70 or older","Unclassified Extra Help"
"Male","White","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","70 or older","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20-29","Unclassified Extra Help"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","White","Officials and Administrators","Officials and Adminstrators","ASSESSOR","Financial Administration","30-39","Classified Probationary"
"Male","Two or More Races","Professionals","Professionals","EMERGENCY MEDICAL SERVICES","Health","30-39","Classified Permanent"
"Male","Not Specified","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Two or More Races","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Male","Black/African American","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","50-59","Unclassified Extra Help"
"Male","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","White","Professionals","Professionals","PUBLIC HEALTH DEPARTMENT","Health","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","70 or older","Unclassified Extra Help"
"Male","Not Specified","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","20-29","Unclassified Extra Help"
"Female","Hispanic/Latino","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Benefits"
"Male","White","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Male","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Native Hawaiian/Oth Pac Island","Administrative Support","Administrative Support","SHERIFF'S OFFICE","Police Protection","40-49","Classified Probationary"
"Female","Not Specified","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Hispanic/Latino","Paraprofessionals","Service Maintenance","CUSTODY HEALTH SERVICES","Health","40-49","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Officials and Adminstrators","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","White","Administrative Support","Administrative Support","COUNTY COUNSEL","Financial Administration","50-59","Classified Permanent"
"Male","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Not Specified","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","20-29","Classified Permanent"
"Male","Not Specified","Service Maintenance","Service Maintenance","AGRICULTURE & ENVIRON MGMT","Natural Resources","30-39","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","60-69","Unclassified Extra Help"
"Male","Hispanic/Latino","Paraprofessionals","Technicians","CUSTODY HEALTH SERVICES","Health","20-29","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","50-59","Unclassified Extra Help"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Hispanic/Latino","Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Two or More Races","Administrative Support","Administrative Support","ASSESSOR","Financial Administration","30-39","Classified Probationary"
"Female","Not Specified","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Probationary"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","White","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","70 or older","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Benefits"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Male","Not Specified","Service Maintenance","Skilled Craft","ROADS DEPARTMENT","Streets and Highways","20-29","Classified Permanent"
"Male","Not Specified","Professionals","Officials and Adminstrators","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Not Specified","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20-29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Male","Not Specified","Technicians","Skilled Craft","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","70 or older","Unclassified Extra Help"
"Female","Not Specified","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Not Specified","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Male","Asian","Professionals","Officials and Adminstrators","CONTROLLER - TREASURER","Financial Administration","20-29","Classified Permanent"
"Female","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Permanent"
"Female","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Not Specified","Professionals","Officials and Adminstrators","COUNTY EXECUTIVE","Financial Administration","60-69","Classified Permanent"
"Male","White","Paraprofessionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Not Specified","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","50-59","Classified Permanent"
"Male","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Permanent"
"Male","Asian","Professionals","Professionals","COUNTY EXECUTIVE","Financial Administration","30-39","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Permanent"
"Male","Not Specified","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","30-39","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","ASSESSOR","Financial Administration","20-29","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Technicians","PUBLIC HEALTH DEPARTMENT","Health","30-39","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
